testing_performance,testing_complexity,training_performance,training_complexity,task_id,selection,split,task_type,seed
0.6577181,512,0.59456927,512,2073,lexicase,80%,classification,809
0.74,571,0.76666665,571,168757,lexicase,80%,classification,667
0.7114094,234142,0.59456927,48982,2073,lexicase,80%,classification,829
0.8352941,218,0.82101804,100,190146,lexicase,80%,classification,635
0.6621622,117826,0.63773584,25426,359954,lexicase,80%,classification,573
0.9130435,18326,0.87525153,3916,146818,lexicase,80%,classification,544
0.8396226,224,0.86315787,224,359956,lexicase,80%,classification,699
0.72,663,0.7583333,663,168757,lexicase,80%,classification,663
0.76,1464,0.7638889,1464,168757,lexicase,80%,classification,660
0.76,6,0.80333954,6,359955,lexicase,80%,classification,618
0.85882354,495,0.8078818,139,190146,lexicase,80%,classification,623
0.9653179,2071,0.9782958,2071,359960,lexicase,80%,classification,875
0.8957346,78312,0.8610928,16302,359962,lexicase,80%,classification,961
0.8341232,9137,0.86701775,1787,359962,lexicase,80%,classification,969
1.0,1691,0.9686495,1691,359960,lexicase,80%,classification,863
0.6351351,1916,0.6679245,1921,359954,lexicase,80%,classification,586
0.8578199,18,0.8650428,18,359962,lexicase,80%,classification,967
0.89041096,630,0.9142857,630,359958,lexicase,80%,classification,746
0.9041096,33,0.91714287,32,359958,lexicase,80%,classification,757
0.79,2,0.7625,2,168757,lexicase,80%,classification,670
0.91780823,799,0.92190474,799,359958,lexicase,80%,classification,744
0.4662162,42491,0.5707547,8091,359959,lexicase,80%,classification,774
0.8153846,308151,0.74588406,76271,168784,lexicase,80%,classification,900
0.5202703,1129,0.55566037,209,359959,lexicase,80%,classification,780
0.9109589,883,0.91238093,883,359958,lexicase,80%,classification,754
0.8,19,0.75416666,19,168757,lexicase,80%,classification,671
0.83589745,475272,0.7430208,123962,168784,lexicase,80%,classification,895
0.77,2,0.74722224,2,168757,lexicase,80%,classification,668
0.89041096,1059,0.9142857,1056,359958,lexicase,80%,classification,769
0.6979866,195981,0.5964419,41321,2073,lexicase,80%,classification,812
0.8405797,218,0.88531184,64,146818,lexicase,80%,classification,545
0.5810811,7794,0.6471698,7794,359954,lexicase,80%,classification,576
0.75,14549,0.7638889,3269,168757,lexicase,80%,classification,658
0.6148649,2,0.56698114,2,359959,lexicase,80%,classification,777
0.5540541,36577,0.5613208,6577,359959,lexicase,80%,classification,776
0.74666667,772,0.8014842,772,359955,lexicase,80%,classification,614
0.8483412,2,0.8630678,2,359962,lexicase,80%,classification,962
0.8301887,24761,0.86973685,6121,359956,lexicase,80%,classification,683
0.5878378,508,0.5584906,508,359959,lexicase,80%,classification,795
0.76,1724,0.8070501,1724,359955,lexicase,80%,classification,619
0.85882354,318,0.7996716,84,190146,lexicase,80%,classification,648
0.97109824,2846,0.9493569,2846,359960,lexicase,80%,classification,867
0.7,6849,0.75555557,6849,168757,lexicase,80%,classification,665
0.66442955,459111,0.585206,94141,2073,lexicase,80%,classification,820
0.8672986,6017,0.8630678,6017,359962,lexicase,80%,classification,971
0.71,5409,0.7638889,5409,168757,lexicase,80%,classification,656
0.88235295,530,0.8045977,530,190146,lexicase,80%,classification,622
0.89041096,824,0.91238093,824,359958,lexicase,80%,classification,766
0.90588236,574,0.81116587,574,190146,lexicase,80%,classification,633
0.8,527661,0.7444524,128021,168784,lexicase,80%,classification,916
0.88235295,879,0.81609195,879,190146,lexicase,80%,classification,640
0.75,116136,0.76111114,24016,168757,lexicase,80%,classification,659
0.5608108,63247,0.55283016,16489,359959,lexicase,80%,classification,779
0.7733333,10,0.8051948,10,359955,lexicase,80%,classification,595
0.87058824,1025,0.8308703,1025,190146,lexicase,80%,classification,638
0.89855075,3341,0.89336014,681,146818,lexicase,80%,classification,556
0.6081081,6481,0.54339623,6481,359959,lexicase,80%,classification,799
0.74666667,3892,0.80333954,1532,359955,lexicase,80%,classification,605
0.6081081,944,0.65660375,954,359954,lexicase,80%,classification,584
0.8962264,115341,0.86973685,31381,359956,lexicase,80%,classification,681
0.2837838,160,0.6754717,158,359954,lexicase,80%,classification,564
0.89041096,24,0.9104762,24,359958,lexicase,80%,classification,749
0.71282053,340232,0.7473157,87392,168784,lexicase,80%,classification,918
0.5878378,37657,0.56509435,6151,359959,lexicase,80%,classification,772
0.89855075,2421,0.889336,466,146818,lexicase,80%,classification,546
0.76,48826,0.77916664,10806,168757,lexicase,80%,classification,652
1.0,483,0.9726688,483,359960,lexicase,80%,classification,890
0.68456376,133451,0.5805243,27511,2073,lexicase,80%,classification,802
0.8584906,158881,0.8657895,34241,359956,lexicase,80%,classification,703
0.70469797,93886,0.5955056,21216,2073,lexicase,80%,classification,830
0.84102565,553351,0.7473157,130711,168784,lexicase,80%,classification,905
0.74666667,996,0.8014842,996,359955,lexicase,80%,classification,591
0.8720379,395572,0.8663595,84612,359962,lexicase,80%,classification,979
0.8672986,242741,0.8650428,55201,359962,lexicase,80%,classification,958
0.76,798,0.81447124,798,359955,lexicase,80%,classification,604
0.8695652,367,0.8772636,367,146818,lexicase,80%,classification,550
0.6148649,1505,0.5613208,1505,359959,lexicase,80%,classification,773
0.84705883,342,0.7947455,92,190146,lexicase,80%,classification,646
0.8153846,444801,0.75805295,111971,168784,lexicase,80%,classification,891
0.6621622,136831,0.6698113,30051,359954,lexicase,80%,classification,581
0.8584906,612,0.8736842,612,359956,lexicase,80%,classification,684
1.0,1472,0.9670418,1472,359960,lexicase,80%,classification,884
0.76,2,0.75555557,2,168757,lexicase,80%,classification,655
0.74,7011,0.7652778,2671,168757,lexicase,80%,classification,666
0.884058,25936,0.8772636,7116,146818,lexicase,80%,classification,532
0.76,453,0.8200371,453,359955,lexicase,80%,classification,610
0.89726025,183,0.9142857,183,359958,lexicase,80%,classification,741
0.5675676,14541,0.5641509,7981,359959,lexicase,80%,classification,798
0.89726025,528,0.9085714,528,359958,lexicase,80%,classification,765
0.7027027,213,0.66415095,213,359954,lexicase,80%,classification,589
0.1891892,48,0.6698113,50,359954,lexicase,80%,classification,579
0.82,90311,0.7625,17381,168757,lexicase,80%,classification,661
0.8720379,20322,0.8630678,3922,359962,lexicase,80%,classification,972
0.982659,1367,0.97186494,1367,359960,lexicase,80%,classification,881
0.6081081,70,0.5783019,70,359959,lexicase,80%,classification,794
0.6486486,36,0.6528302,46,359954,lexicase,80%,classification,568
0.76,128,0.8218924,128,359955,lexicase,80%,classification,602
0.8773585,876,0.8815789,876,359956,lexicase,80%,classification,690
0.88235295,1445,0.817734,1297,190146,lexicase,80%,classification,621
0.74666667,440,0.8014842,440,359955,lexicase,80%,classification,597
0.8396226,827,0.86973685,827,359956,lexicase,80%,classification,694
0.86986303,923,0.9104762,922,359958,lexicase,80%,classification,745
0.99421966,1024,0.95659167,1023,359960,lexicase,80%,classification,889
0.8773585,171,0.86973685,171,359956,lexicase,80%,classification,706
0.88235295,1298,0.79802954,1298,190146,lexicase,80%,classification,645
0.5540541,2029,0.56981134,1588,359959,lexicase,80%,classification,782
0.6013514,76,0.5613208,76,359959,lexicase,80%,classification,791
0.85882354,1765,0.81937605,1765,190146,lexicase,80%,classification,644
0.8584906,343,0.8684211,342,359956,lexicase,80%,classification,708
0.88235295,1025,0.80131364,1025,190146,lexicase,80%,classification,650
0.6974359,7,0.7444524,7,168784,lexicase,80%,classification,894
0.9130435,17661,0.89134806,4711,146818,lexicase,80%,classification,560
0.86255926,2386,0.8604345,1486,359962,lexicase,80%,classification,960
0.8695652,134,0.8772636,131,146818,lexicase,80%,classification,557
0.7114094,161,0.5983146,161,2073,lexicase,80%,classification,813
0.7315436,216512,0.5898876,44812,2073,lexicase,80%,classification,824
0.982659,1603,0.9606109,1603,359960,lexicase,80%,classification,883
0.9130435,53407,0.88531184,11907,146818,lexicase,80%,classification,547
0.88235295,1297,0.8078818,1297,190146,lexicase,80%,classification,634
0.72,7,0.80333954,7,359955,lexicase,80%,classification,592
0.8695652,5,0.889336,5,146818,lexicase,80%,classification,543
0.99421966,290,0.96382636,133,359960,lexicase,80%,classification,868
0.74666667,8231,0.80333954,2051,359955,lexicase,80%,classification,611
0.84705883,1445,0.8144499,1297,190146,lexicase,80%,classification,637
0.99421966,1669,0.9694534,1533,359960,lexicase,80%,classification,861
0.9884393,2325,0.97186494,2325,359960,lexicase,80%,classification,882
0.6621622,841,0.6679245,843,359954,lexicase,80%,classification,571
1.0,214,0.97186494,211,359960,lexicase,80%,classification,870
0.76,585,0.8107607,585,359955,lexicase,80%,classification,599
0.7181208,244601,0.58426964,50221,2073,lexicase,80%,classification,822
0.8530806,2,0.86570114,2,359962,lexicase,80%,classification,980
0.5405405,1599,0.65849054,1599,359954,lexicase,80%,classification,578
0.85882354,373,0.8308703,111,190146,lexicase,80%,classification,624
0.9041096,148221,0.9161905,33781,359958,lexicase,80%,classification,748
0.8584906,116111,0.875,29831,359956,lexicase,80%,classification,682
0.8773585,851,0.8736842,848,359956,lexicase,80%,classification,709
0.8051282,494611,0.7365784,120831,168784,lexicase,80%,classification,897
0.8530806,24,0.8703094,22,359962,lexicase,80%,classification,968
0.73333335,51,0.8107607,51,359955,lexicase,80%,classification,601
0.79,8,0.7583333,8,168757,lexicase,80%,classification,651
0.9109589,4017,0.91333336,4017,359958,lexicase,80%,classification,763
0.85882354,1445,0.7963875,1445,190146,lexicase,80%,classification,625
0.6979866,462371,0.58707863,97761,2073,lexicase,80%,classification,808
0.6621622,53191,0.66603774,11301,359954,lexicase,80%,classification,590
0.5743243,30037,0.56981134,5047,359959,lexicase,80%,classification,800
0.9884393,222,0.9694534,222,359960,lexicase,80%,classification,862
0.6081081,10087,0.5726415,6313,359959,lexicase,80%,classification,778
0.7794872,479871,0.7372942,119631,168784,lexicase,80%,classification,917
0.74358976,776031,0.73801005,192071,168784,lexicase,80%,classification,902
0.7181208,235691,0.6020599,51781,2073,lexicase,80%,classification,805
0.7794872,249191,0.76592696,61151,168784,lexicase,80%,classification,912
0.8578199,107221,0.8604345,22601,359962,lexicase,80%,classification,952
0.86255926,291,0.86372614,291,359962,lexicase,80%,classification,954
0.82051283,245291,0.7616321,60451,168784,lexicase,80%,classification,910
0.82051283,459991,0.773801,115821,168784,lexicase,80%,classification,892
0.8483412,3,0.8630678,3,359962,lexicase,80%,classification,978
0.89726025,22,0.91809523,22,359958,lexicase,80%,classification,761
0.75,24,0.7486111,24,168757,lexicase,80%,classification,677
0.8679245,2,0.86315787,2,359956,lexicase,80%,classification,696
0.89726025,1072,0.9142857,1072,359958,lexicase,80%,classification,767
0.5608108,46795,0.5490566,8209,359959,lexicase,80%,classification,792
0.982659,252,0.9654341,85,359960,lexicase,80%,classification,872
0.5945946,1650,0.6490566,1649,359954,lexicase,80%,classification,574
0.76,51,0.80890536,51,359955,lexicase,80%,classification,612
0.83076924,229371,0.74373657,55621,168784,lexicase,80%,classification,906
0.8767123,134,0.91333336,134,359958,lexicase,80%,classification,768
0.83589745,424651,0.7666428,107991,168784,lexicase,80%,classification,908
0.8051282,406911,0.7401575,108541,168784,lexicase,80%,classification,898
0.8584906,234,0.8736842,234,359956,lexicase,80%,classification,710
0.8,513681,0.7551897,208141,168784,lexicase,80%,classification,901
0.8835617,949,0.9095238,945,359958,lexicase,80%,classification,756
0.84705883,1157,0.8095238,1025,190146,lexicase,80%,classification,639
0.8153846,476001,0.74946314,119661,168784,lexicase,80%,classification,915
0.8578199,20,0.86701775,20,359962,lexicase,80%,classification,955
0.77,334,0.7708333,334,168757,lexicase,80%,classification,680
0.8102564,341491,0.73872584,86221,168784,lexicase,80%,classification,899
0.8862559,6,0.85977614,6,359962,lexicase,80%,classification,953
0.8102564,397641,0.75662136,98921,168784,lexicase,80%,classification,903
0.7914692,1488,0.8703094,377,359962,lexicase,80%,classification,976
1.0,1593,0.9670418,1594,359960,lexicase,80%,classification,887
0.8720379,339271,0.86570114,81061,359962,lexicase,80%,classification,959
0.76,39,0.8014842,39,359955,lexicase,80%,classification,613
0.8117647,1297,0.8555008,1297,190146,lexicase,80%,classification,643
0.6013514,10141,0.5518868,7729,359959,lexicase,80%,classification,796
0.70469797,206821,0.5861423,41621,2073,lexicase,80%,classification,806
0.5945946,56756,0.63773584,12076,359954,lexicase,80%,classification,572
0.82564104,545181,0.7773801,133231,168784,lexicase,80%,classification,920
0.8436019,8,0.85911787,7,359962,lexicase,80%,classification,964
0.8102564,614002,0.7530422,154662,168784,lexicase,80%,classification,904
0.6956522,345,0.8792757,84,146818,lexicase,80%,classification,538
0.7,7,0.75416666,7,168757,lexicase,80%,classification,679
0.5675676,39691,0.55754715,7051,359959,lexicase,80%,classification,784
0.6081081,231,0.6603774,231,359954,lexicase,80%,classification,577
0.76,1095,0.81447124,1095,359955,lexicase,80%,classification,603
0.8341232,33,0.86175114,33,359962,lexicase,80%,classification,973
0.67785233,207521,0.59082395,41351,2073,lexicase,80%,classification,807
0.7830189,448,0.8644737,85,359956,lexicase,80%,classification,688
0.99421966,1964,0.97588426,1964,359960,lexicase,80%,classification,886
0.89041096,115451,0.9161905,29651,359958,lexicase,80%,classification,753
0.884058,14131,0.889336,3361,146818,lexicase,80%,classification,555
0.76,298,0.80890536,298,359955,lexicase,80%,classification,607
0.6912752,166892,0.59082395,35752,2073,lexicase,80%,classification,816
0.6621622,53,0.6679245,52,359954,lexicase,80%,classification,588
0.87677723,102291,0.8643845,22661,359962,lexicase,80%,classification,975
0.83886254,12,0.8624095,12,359962,lexicase,80%,classification,965
0.8867925,100851,0.88026315,24451,359956,lexicase,80%,classification,687
0.85882354,199,0.82430214,199,190146,lexicase,80%,classification,627
0.9315069,54751,0.91714287,20091,359958,lexicase,80%,classification,762
0.6621622,1155,0.6811321,1155,359954,lexicase,80%,classification,566
0.8695652,7,0.8832998,7,146818,lexicase,80%,classification,531
0.5472973,64615,0.56226414,16633,359959,lexicase,80%,classification,771
0.5608108,35761,0.5566038,6577,359959,lexicase,80%,classification,786
0.69,99,0.7625,99,168757,lexicase,80%,classification,981
0.68456376,196882,0.57865167,42382,2073,lexicase,80%,classification,821
0.8530806,23,0.8676761,23,359962,lexicase,80%,classification,957
0.6756757,1467,0.65849054,1444,359954,lexicase,80%,classification,585
0.74666667,1456,0.81632656,421,359955,lexicase,80%,classification,606
0.8483412,24,0.8650428,21,359962,lexicase,80%,classification,977
0.89855075,14736,0.8873239,3276,146818,lexicase,80%,classification,535
0.6510067,592,0.60299623,592,2073,lexicase,80%,classification,828
0.84246576,50341,0.91714287,12811,359958,lexicase,80%,classification,770
1.0,2355,0.9823151,2354,359960,lexicase,80%,classification,877
0.73,12,0.7583333,12,168757,lexicase,80%,classification,673
0.9109589,88,0.92,88,359958,lexicase,80%,classification,747
0.7027027,72791,0.6679245,15701,359954,lexicase,80%,classification,562
0.9130435,15081,0.89134806,3411,146818,lexicase,80%,classification,558
0.6486486,458,0.6415094,105,359954,lexicase,80%,classification,580
0.8773585,223,0.86973685,223,359956,lexicase,80%,classification,705
0.86255926,7001,0.86701775,4961,359962,lexicase,80%,classification,963
0.7114094,395231,0.6011236,81841,2073,lexicase,80%,classification,803
0.7162162,112241,0.6509434,26491,359954,lexicase,80%,classification,587
0.5135135,68162,0.55283016,12762,359959,lexicase,80%,classification,787
0.9041096,243,0.91333336,241,359958,lexicase,80%,classification,758
1.0,879,0.96623796,879,359960,lexicase,80%,classification,885
0.9248555,666,0.9581994,664,359960,lexicase,80%,classification,878
0.8767123,74,0.91714287,74,359958,lexicase,80%,classification,751
0.982659,1821,0.9670418,1821,359960,lexicase,80%,classification,874
0.6013514,2189,0.554717,2189,359959,lexicase,80%,classification,793
0.9130435,43661,0.89134806,8541,146818,lexicase,80%,classification,539
0.89855075,10921,0.89134806,2451,146818,lexicase,80%,classification,536
0.8,785,0.81280786,785,190146,lexicase,80%,classification,649
